Gender,Subject,Task,FileName,Word,Context,Vowel,F1_5,F2_5,F1_15,F2_15,F1_25,F2_25,F1_35,F2_35,F1_45,F2_45,Vowel_Duration,F1_mid
male,m1,p,picture_task_m1_4,dam,b,\ae,434.64,1655.67,499.94,1618.62,563.96,1608.16,636.37,1594.47,626.8,1589.71,153.12,799.7
male,m1,p,picture_task_m1_4,dull,b,\vt,434.82,1525.07,511.27,1449.65,553.58,1367.29,592.39,1293.3,596,1255.58,152.39,816.49
male,m1,p,picture_task_m1_4,dutch,e,\vt,594.11,1466.74,650.4,1400.3,694.62,1351.09,731.89,1347.91,762.45,1357.55,113.41,823.97
male,m1,p,picture_task_m1_4,budge,e,\vt,524.32,1149.28,573.9,1195.27,614.71,1214.2,635.34,1224.52,648.71,1259.91,128.23,784.1
male,m1,p,picture_task_m1_4,dash,e,\ae,517.15,1622.68,571.73,1600.77,621.73,1598.11,638.93,1598.36,657.35,1591.97,192.69,796.32
male,m1,p,picture_task_m1_4,back,e,\ae,462.97,1384.93,569.39,1431.8,610.62,1459.51,626.02,1483.42,659.18,1495.99,158.4,793.92
male,m1,p,picture_task_m1_4,dab,e,\ae,434.95,1660.51,520.47,1636.96,562.54,1620.46,599.26,1605.95,607.91,1577.65,199.82,818.42
male,m1,p,picture_task_m1_4,badge,e,\ae,486.63,1330.79,536.09,1423.55,597.77,1472.92,610.76,1461.63,604.73,1493.12,198.51,808.62
male,m1,p,picture_task_m1_4,bag,b,\ae,442.16,1485.36,517.11,1522.96,563.98,1553.02,585.72,1587.17,609.86,1604.19,168.94,870.45
male,m1,p,picture_task_m1_4,back,b,\ae,492.31,1488.38,566.77,1514.36,585.19,1524.7,609.21,1547.9,619.29,1551.13,116.92,855.11
male,m1,p,picture_task_m1_4,but,b,\vt,503.17,1068.99,586.88,1128.65,620.02,1139.72,626.37,1164.19,656.73,1198.75,130.23,878.63
male,m1,p,picture_task_m1_4,buck,e,\vt,503.53,1088.58,565.03,1155.04,616.96,1202.47,633.15,1200.5,640.17,1197.41,119.6,909.24
male,m1,s,sentence_task_m1_2,dam,e,\ae,517.52,1457.32,602.99,1445.79,664.14,1439.78,730.36,1432.58,753.91,1418.44,182.76,686.69
male,m1,s,sentence_task_m1_2,dub,b,\vt,580.24,1400.15,623.54,1337.28,666.36,1301.97,669.34,1269.32,662.19,1255.89,127.16,667.12
male,m1,s,sentence_task_m1_2,bad,b,\ae,583.96,1353.79,665.68,1468.59,700.73,1463.65,725.88,1507.6,713.93,1484.92,192.23,669.18
male,m1,s,sentence_task_m1_2,budge,b,\vt,506.9,954.24,591.29,1029.27,610.75,1078.97,643.96,1100.41,636.94,1150.22,125.49,640.65
male,m1,s,sentence_task_m1_2,dad,b,\ae,559.73,1588.78,644.57,1613.37,711.52,1612.49,717.79,1591.54,742.02,1582.13,236.01,740.22
male,m1,s,sentence_task_m1_2,bat,e,\ae,592.63,1225.5,670.72,1301.46,723.23,1329.3,749.01,1350.62,762.71,1351.63,160.3,771.61
male,m1,s,sentence_task_m1_2,dug,e,\vt,559.04,1371.17,625.5,1304.39,661.64,1283.24,683.91,1266.38,708.46,1274.08,134.74,806.34
male,m1,s,sentence_task_m1_2,duck,b,\vt,556.74,1408.01,610.78,1322.45,650.18,1284.05,674.47,1258.73,701.71,1236.87,104.71,742.24
male,m1,s,sentence_task_m1_2,dutch,b,\vt,601.7,1376.48,643.14,1298.29,669.18,1275.55,689.58,1273.45,704.01,1264.43,106.05,694.83
male,m1,s,sentence_task_m1_2,dan,b,\ae,598.21,1592.17,646.04,1586.35,674.97,1588.8,760.71,1617.44,797.36,1603.87,171.81,615.74
male,m1,s,sentence_task_m1_2,duck,e,\vt,654.21,1314.4,684.7,1285.68,719.48,1275.61,739.68,1275.31,739.4,1260.7,102.36,665.04
male,m1,s,sentence_task_m1_2,dash,b,\ae,575.8,1577.55,640.39,1597.66,671.07,1587.76,692.91,1580.8,701.25,1599.5,181.09,634.53
male,m1,s,sentence_task_m1_2,dub,e,\vt,595.37,1356,626.73,1313.23,659.51,1297.06,683.94,1294.46,690.52,1278.11,132.42,622.25
male,m1,s,sentence_task_m1_2,bud,b,\vt,530.59,950.52,596.85,1012.36,637.48,1061.63,670.01,1121.78,692.05,1171.07,115.79,762.9
male,m1,s,sentence_task_m1_2,bud,e,\vt,494.69,1051.51,566.79,1108.98,597.54,1147.44,614.34,1179.36,616.54,1207.22,117.95,741.16
male,m1,s,sentence_task_m1_2,bug,b,\vt,563.75,1042,641.82,1078.65,678.22,1109.17,697.72,1124,709.18,1132.71,129.47,735.34
male,m1,s,sentence_task_m1_2,bat,b,\ae,559.75,1307,646.13,1421.99,684.19,1481.79,718.09,1495.68,719.15,1507.65,174.27,754.82
male,m1,s,sentence_task_m1_2,but,e,\vt,517.57,1002.81,573.48,1061.93,621.36,1107.45,658.36,1149.86,661.22,1194.43,127.06,665.62
male,m1,s,sentence_task_m1_2,bad,e,\ae,578.47,1330.74,672.31,1375.26,712.29,1394.86,726.47,1420.85,723.92,1441.78,205.89,622.88
male,m1,s,sentence_task_m1_2,buck,b,\vt,529.64,1079.51,610.79,1127.47,688.09,1176.86,734.5,1179.77,755.68,1183.56,133.38,611.23
male,m1,s,sentence_task_m1_2,dug,b,\vt,620.86,1420.41,650.56,1334.27,677.08,1314.77,683.06,1290.74,697.01,1281.81,111.7,637.82
male,m1,s,sentence_task_m1_2,dan,e,\ae,574.35,1540.62,701.65,1540.1,742.31,1525.65,753.15,1532.98,824.17,1565.76,193.83,727.09
male,m1,s,sentence_task_m1_2,dab,b,\ae,624.18,1571.79,690.56,1565.75,708.37,1525.65,725.37,1491.4,738.22,1502.58,170.37,616.1
male,m1,s,sentence_task_m1_2,badge,b,\ae,547.28,1364.28,669.39,1475.57,699.79,1525.92,693.55,1546.64,696.81,1574.95,223.57,738.62
male,m1,s,sentence_task_m1_2,dad,e,\ae,526.06,1506.11,607.91,1518.33,688.01,1504.04,726.11,1484.09,730.33,1509.65,241.16,695.24
male,m1,s,sentence_task_m1_2,bag,e,\ae,598.44,1265.51,671.64,1327.94,714.93,1352.73,734.82,1359.54,738.97,1397.16,192.46,767.03
male,m1,s,sentence_task_m1_2,dull,e,\vt,514.66,1460.18,576.18,1370.88,626.08,1322.72,667.1,1266.83,688.79,1258.69,123.13,769.06
male,m1,s,sentence_task_m1_2,dam,b,\ae,552.22,1494.47,587.01,1499.69,698.41,1519.8,749.35,1546.44,752.69,1530.93,207.95,667.42
male,m1,s,sentence_task_m1_2,dull,b,\vt,550.76,1369.95,590.86,1359.18,622.9,1330.83,653.88,1291.51,665.62,1269.51,130.02,618.14
male,m1,s,sentence_task_m1_2,dutch,e,\vt,609.39,1438.24,671.72,1367.83,705.3,1349.93,728.97,1333.48,738.04,1326.07,120.3,663.14
male,m1,s,sentence_task_m1_2,budge,e,\vt,531.96,1004.9,580.31,1060.35,613.69,1110.86,646.6,1129.97,672.66,1168.42,125.55,764.94
male,m1,s,sentence_task_m1_2,dash,e,\ae,613.37,1540.68,686.62,1523.34,710.94,1495.11,737.47,1483.9,740.84,1487.21,208.29,575.66
male,m1,s,sentence_task_m1_2,bug,e,\vt,558.29,1053.31,616.32,1106.56,669.9,1126.96,688.54,1161.55,693.09,1184.53,129.75,572.71
male,m1,s,sentence_task_m1_2,back,e,\ae,672.99,1262.68,726.49,1327.99,768.64,1358.64,788.26,1375.41,791.76,1412.92,179.22,721.27
male,m1,s,sentence_task_m1_2,dab,e,\ae,676.46,1552.2,693.44,1513.13,710.72,1491.74,709.9,1500.86,724.07,1499.1,216.18,595.29
male,m1,s,sentence_task_m1_2,badge,e,\ae,602.36,1322.02,680.16,1396.86,709.24,1422.52,720.56,1439.35,719.15,1461.09,211.37,772.36
male,m1,s,sentence_task_m1_2,bag,b,\ae,599.46,1341.74,669.06,1448.12,704.59,1503.31,717.16,1505.41,707.38,1536.21,211.11,726.23
male,m1,s,sentence_task_m1_2,back,b,\ae,615.84,1329.65,691.1,1431.95,720.89,1487.62,741.48,1524.69,729.8,1519.66,192.64,657.84
male,m1,s,sentence_task_m1_2,but,b,\vt,559.22,980.05,589.34,1037.75,631.31,1068.34,655.42,1109.43,665.93,1135.86,97.86,722.18
male,m1,s,sentence_task_m1_2,buck,e,\vt,573.44,1050,645.49,1093.63,685.97,1111.87,714.4,1116.35,727.15,1131.3,117.52,590.17
male,m1,s,sentence_task_m1_3,dam,e,\ae,513.92,1533,589.45,1491.19,678.62,1479.43,756.68,1475.78,780.05,1486.02,175.26,841.3
male,m1,s,sentence_task_m1_3,dub,b,\vt,521.49,1387.84,563.87,1329.09,603.18,1285.6,616.99,1252.47,638.6,1236.31,120.64,662.77
male,m1,s,sentence_task_m1_3,bad,b,\ae,590.93,1312.8,660.47,1392.73,702.63,1417.52,720.42,1445.86,734.57,1421.23,203.28,614.05
male,m1,s,sentence_task_m1_3,budge,b,\vt,550.13,1021.67,606.8,1051.55,634.57,1098.44,664.29,1118.45,661.09,1160.34,113.64,884.95
male,m1,s,sentence_task_m1_3,dad,b,\ae,545.52,1591.67,607.81,1581.44,626.57,1553.52,622.07,1548.08,657.83,1590.36,218.96,996.84
male,m1,s,sentence_task_m1_3,bat,e,\ae,562.01,1321.37,643.93,1353.34,694.85,1361.57,703.61,1340.64,708.33,1325.36,145.15,658.09
male,m1,s,sentence_task_m1_3,dug,e,\vt,629.56,1361.88,677.15,1307.73,687.13,1278.4,704.82,1260.55,709.47,1235.48,110.75,671.71
male,m1,s,sentence_task_m1_3,duck,b,\vt,583.61,1399.27,635.41,1343.26,674.53,1309.24,697.54,1284.2,719.33,1260.97,94.5,886.34
male,m1,s,sentence_task_m1_3,dutch,b,\vt,588.19,1392.13,647.8,1325.98,695.35,1309.56,710.57,1268.71,718.33,1271.62,123.46,851.37
male,m1,s,sentence_task_m1_3,dan,b,\ae,526.91,1563.74,559.67,1536.65,669.22,1529.52,709.7,1522.78,723.17,1521.86,196.22,702.35
male,m1,s,sentence_task_m1_3,duck,e,\vt,584.49,1359.06,655.24,1310.27,683.35,1290.11,694.02,1264.95,698.07,1250.49,115.5,650.45
male,m1,s,sentence_task_m1_3,dash,b,\ae,555.68,1482.41,609.96,1474.94,663.1,1495.17,689.62,1515.09,702.04,1503.93,221.19,561.95
male,m1,s,sentence_task_m1_3,dub,e,\vt,599.05,1416.12,670.6,1328.18,704.43,1294.04,716.7,1255.96,715.27,1239.46,129.01,642.82
male,m1,s,sentence_task_m1_3,bud,b,\vt,510.78,994.38,561.91,1044.64,604.57,1082.83,615.15,1109.95,648.89,1165.42,148.08,667.54
male,m1,s,sentence_task_m1_3,bud,e,\vt,540.52,954.17,598.2,1038.56,627.4,1097.23,635.36,1141.56,645.29,1150.42,127.72,660.68
male,m1,s,sentence_task_m1_3,bug,b,\vt,540.92,1024.76,623.36,1060.78,669.68,1073.73,688.16,1074.01,693.07,1091.39,124.95,691.53
male,m1,s,sentence_task_m1_3,bat,b,\ae,535.08,1255.07,645.21,1373.57,702.75,1451.4,704.57,1461.48,701.12,1490.95,187.44,691.01
male,m1,s,sentence_task_m1_3,but,e,\vt,547.38,992.97,613.96,1028.27,653.98,1098.04,698.9,1151.47,720.06,1181.57,119.25,697.03
male,m1,s,sentence_task_m1_3,bad,e,\ae,537.34,1184.45,653.14,1319.77,703.82,1354.62,732.57,1386.86,725.66,1402.58,215.25,676.84
male,m1,s,sentence_task_m1_3,buck,b,\vt,522.39,1054.24,580.16,1097.43,617.25,1123.5,637.02,1136.55,656.06,1148.57,115.97,720.46
male,m1,s,sentence_task_m1_3,dug,b,\vt,554.55,1389.68,603.94,1320.28,632.62,1313.18,645.65,1298.15,642.53,1277.75,109.56,719.18
male,m1,s,sentence_task_m1_3,dan,e,\ae,600.14,1538.71,654.41,1488.63,660.4,1432.86,717.88,1437,743.18,1426.58,190.15,713.3
male,m1,s,sentence_task_m1_3,dab,b,\ae,531.41,1670.88,629.14,1645.43,696.97,1649.56,723.09,1583.6,763.75,1597.55,186.39,716.06
male,m1,s,sentence_task_m1_3,badge,b,\ae,575.25,1339.13,646.04,1424.65,693.52,1468.4,709.31,1491.76,694.58,1520.73,224.26,667.51
male,m1,s,sentence_task_m1_3,dad,e,\ae,567.24,1624.7,647.3,1583.72,673.93,1549.7,708.31,1548.73,725.63,1559.88,211.2,794.25
male,m1,s,sentence_task_m1_3,bag,e,\ae,529.54,1310.5,619.99,1349.07,674.51,1396,702.72,1399.28,715.18,1417.59,176.95,707.45
male,m1,s,sentence_task_m1_3,dull,e,\vt,555.2,1416.56,604.8,1335.45,649.42,1311.9,662.05,1293.64,663.21,1268.91,130.3,700.06
male,m1,s,sentence_task_m1_3,dam,b,\ae,529.32,1511.57,560.49,1532.1,607.12,1548.38,703.21,1573.76,742.84,1598.39,172.78,710.6
male,m1,s,sentence_task_m1_3,dull,b,\vt,565.55,1360.55,595.71,1321.97,631.75,1300.23,648.5,1285.49,651.26,1265.73,104.87,777.09
male,m1,s,sentence_task_m1_3,dutch,e,\vt,543.35,1355.59,597.16,1303.08,625.84,1285.05,644.64,1281.36,663.79,1305.44,126.56,704.6
male,m1,s,sentence_task_m1_3,budge,e,\vt,504.64,961.64,578.84,1014.13,614.51,1070.98,647.88,1116.36,657.71,1150.53,147.05,748.53
male,m1,s,sentence_task_m1_3,dash,e,\ae,565.66,1413.54,624.69,1424.74,656.98,1429.35,674.32,1435.19,675.18,1425.95,185.92,699.97
male,m1,s,sentence_task_m1_3,bug,e,\vt,520.21,1062.97,596.49,1105.05,632.41,1153.5,668.66,1172.24,677.62,1181.67,128.08,713.23
male,m1,s,sentence_task_m1_3,back,e,\ae,561.8,1319.42,641.58,1368.32,684.44,1397.14,755.24,1434.97,780.6,1439.76,173.65,798.05
male,m1,s,sentence_task_m1_3,dab,e,\ae,581.17,1503.7,646.54,1471.45,681.28,1474.64,693.67,1453.21,695.62,1416.46,181.28,709.03
male,m1,s,sentence_task_m1_3,badge,e,\ae,591.69,1381.97,669.37,1461.52,727.67,1482.47,747.35,1481.02,759.92,1490.84,200.96,664.49
male,m1,s,sentence_task_m1_3,bag,b,\ae,572.76,1327.16,641.3,1429.99,669,1438.29,704.66,1472.33,708.14,1552.88,206.48,715.71
male,m1,s,sentence_task_m1_3,back,b,\ae,551.97,1370.09,583.48,1443.14,640.19,1490.75,678.05,1517.44,688.82,1529.54,199.3,670.07
male,m1,s,sentence_task_m1_3,but,b,\vt,577.82,1033.17,618.14,1084.27,654.09,1099.75,675.63,1147.93,688.82,1166.14,134.84,704.71
male,m1,s,sentence_task_m1_3,buck,e,\vt,578.81,1040.13,643.67,1080.45,676.41,1111.75,700.82,1122.95,726.53,1135.81,111.83,707.62
male,m1,s,sentence_task_m1_4,dam,e,\ae,551.7,1525.42,649.95,1463.69,734.13,1453.36,774.68,1440.35,849.43,1494.02,196.4,729.44
male,m1,s,sentence_task_m1_4,dub,b,\vt,523.25,1380.04,596.01,1325.02,641.74,1297.01,672.2,1272.58,679.01,1250.68,124.73,725.1
male,m1,s,sentence_task_m1_4,bad,b,\ae,542.67,1369.75,612.37,1443.67,656.86,1518.7,678.57,1537.76,696.59,1561.87,201.87,759.65
male,m1,s,sentence_task_m1_4,budge,b,\vt,557.68,1065.06,604.83,1105.52,613.45,1160.34,630.79,1175.82,643.78,1203.48,130.76,643.04
male,m1,s,sentence_task_m1_4,dad,b,\ae,547.16,1553.6,577.46,1479.02,625.12,1466.8,654.39,1519.05,650.65,1546.77,231.95,677.16
male,m1,s,sentence_task_m1_4,bat,e,\ae,574.36,1246.96,675.75,1367.73,777.77,1419.49,812.16,1466.75,836.47,1516.92,184.57,677.63
male,m1,s,sentence_task_m1_4,dug,e,\vt,553.81,1291.3,597.95,1283.65,663.31,1308.01,671.42,1274.68,706.69,1282.64,148.41,696.48
male,m1,s,sentence_task_m1_4,duck,b,\vt,584.78,1330.22,620.54,1255.59,633.3,1225.59,634.77,1202.48,650.85,1174.97,93.2,725.2
male,m1,s,sentence_task_m1_4,dutch,b,\vt,590.15,1316.22,628.52,1262.52,674.98,1219.94,702.81,1202.87,710.84,1206.82,126.54,718.9
male,m1,s,sentence_task_m1_4,dan,b,\ae,593.41,1539.54,665.96,1508.49,828.04,1521.3,877.42,1548.71,875.78,1533.34,192.27,932.13
male,m1,s,sentence_task_m1_4,duck,e,\vt,579.7,1256.89,629.47,1259.14,648.31,1251.1,668.61,1238.14,689.41,1226.47,103.74,865.64
male,m1,s,sentence_task_m1_4,dash,b,\ae,547.69,1468.06,608.05,1473.58,682.25,1470.74,704.33,1507.7,733.34,1527.52,270.13,660.97
male,m1,s,sentence_task_m1_4,dub,e,\vt,564.96,1301.36,621.01,1220.14,656.78,1199.83,690.12,1185.28,712.67,1166.69,115.26,689.01
male,m1,s,sentence_task_m1_4,bud,b,\vt,514.74,936.05,569.4,976.27,596.33,1012.42,627.26,1058.63,644.05,1100.79,136.22,948.2
male,m1,s,sentence_task_m1_4,bud,e,\vt,518.05,1005.68,609.77,1058.39,662.8,1107.31,678.78,1147.74,709.75,1186.53,147.17,624.37
male,m1,s,sentence_task_m1_4,bug,b,\vt,536.69,1072.53,589.24,1114.34,640.74,1116.21,655.09,1160.37,649.24,1170.24,147.8,905.33
male,m1,s,sentence_task_m1_4,bat,b,\ae,508.6,1288.45,641.2,1385.54,704.7,1432.28,719.32,1472.82,718.7,1497.51,191.7,659.6
male,m1,s,sentence_task_m1_4,but,e,\vt,510.25,973.77,612.32,1042.2,646.76,1082.37,663.46,1135.76,687.51,1159.7,133.06,847.59
male,m1,s,sentence_task_m1_4,bad,e,\ae,627.03,1228.6,677.48,1286.54,705.94,1328.51,733.18,1382.03,738.63,1403.32,239.66,646.01
male,m1,s,sentence_task_m1_4,buck,b,\vt,560.45,993.3,627.82,1040.16,657.94,1095.47,699.42,1102.53,712.29,1125.96,138.87,649.2
male,m1,s,sentence_task_m1_4,dug,b,\vt,575.25,1337.05,637.63,1255.99,689.74,1216.26,705.54,1192.62,705.3,1169.44,131.67,657.23
male,m1,s,sentence_task_m1_4,dan,e,\ae,535.8,1450.47,593.58,1448.37,666.31,1398.97,740.33,1419.01,773.2,1424.46,161.25,630.76
male,m1,s,sentence_task_m1_4,dab,b,\ae,626.34,1566.84,673.44,1511.71,717.17,1497.06,755.26,1485.72,747.03,1482.67,244.26,616.02
male,m1,s,sentence_task_m1_4,badge,b,\ae,557.8,1354.45,611.63,1415.26,648.11,1465.97,675.01,1477.31,665.24,1485.39,219.41,618.07
male,m1,s,sentence_task_m1_4,dad,e,\ae,546.97,1463.25,595.08,1458.98,637.74,1466.74,705.51,1475.47,714.01,1471.83,228.22,695.53
male,m1,s,sentence_task_m1_4,bag,e,\ae,587.29,1235.73,672.39,1307.07,744.65,1358.74,761.7,1398.73,752.19,1470,230.58,672.96
male,m1,s,sentence_task_m1_4,dull,e,\vt,459.75,1379.1,581.4,1292.29,635.03,1240.08,691.88,1153.65,726.94,1146.74,144.37,669.69
male,m1,s,sentence_task_m1_4,dam,b,\ae,484.72,1470.16,593.76,1465.51,691.59,1399.91,715.15,1392.83,744.9,1426.71,194.4,621.38
male,m1,s,sentence_task_m1_4,dull,b,\vt,536.4,1321.23,586.17,1241.21,649.69,1230.25,671.6,1209.31,700.4,1203.74,139.27,668.1
male,m1,s,sentence_task_m1_4,dutch,e,\vt,584.61,1299.89,635.57,1238.45,693.15,1206.12,717.07,1186.02,747.68,1177.53,130.48,643.14
male,m1,s,sentence_task_m1_4,budge,e,\vt,521.66,964.61,580.71,1032.81,626.41,1088.49,657.43,1111.95,680.63,1160.79,141.35,649.14
male,m1,s,sentence_task_m1_4,dash,e,\ae,510,1553.21,574.84,1515,664.28,1503.88,700.22,1482.63,734.01,1504.41,184.79,638.54
male,m1,s,sentence_task_m1_4,bug,e,\vt,584.82,1017.63,659.7,1074.04,709.19,1117.99,722.9,1132.09,727.15,1141.94,149.42,633.26
male,m1,s,sentence_task_m1_4,back,e,\ae,583.36,1317.78,666.49,1351.24,700.03,1399.21,736.37,1415.37,747.4,1409.56,144.63,647.15
male,m1,s,sentence_task_m1_4,dab,e,\ae,535.97,1515.35,605.78,1473.09,659.58,1487.1,668.1,1468.23,680.07,1465.82,199.69,637.33
male,m1,s,sentence_task_m1_4,badge,e,\ae,600.19,1345.41,655.62,1436.62,681.74,1495.32,685.86,1522.11,684.91,1518.31,198.37,651.81
male,m1,s,sentence_task_m1_4,bag,b,\ae,591.2,1349.36,641.59,1411.96,652.32,1401.29,662.79,1388.5,705.52,1456.17,191.28,608.32
male,m1,s,sentence_task_m1_4,back,b,\ae,593.04,1345.1,673.02,1405.37,707.92,1462.43,740.6,1477.83,759.35,1514.42,151.16,628.24
male,m1,s,sentence_task_m1_4,but,b,\vt,531.78,1019.04,601.61,1058.07,653.1,1109.73,690.17,1151.22,706.44,1172.69,121.69,634.4
male,m1,s,sentence_task_m1_4,buck,e,\vt,544.82,1052.57,619.48,1067.58,668.76,1095.27,722.65,1138.35,779.05,1171.6,134.46,642.31
male,m2,p,picture_task_m2_2,dam,e,\ae,510.9,1646.57,564.41,1643.97,585.47,1586.36,609.07,1552.78,670.54,1529.27,139.75,677.18
male,m2,p,picture_task_m2_2,dub,b,\vt,422.14,1457.36,512.4,1420.68,554.67,1326.43,558.6,1236.98,535.9,1199.09,132.63,686.65
male,m2,p,picture_task_m2_2,bad,b,\ae,460.13,1391.31,553.62,1500.57,561.52,1505.6,551.37,1474.45,559.93,1520.56,190.26,712.42
male,m2,p,picture_task_m2_2,budge,b,\vt,456.42,1012.98,506.15,1063.72,524.19,1080.61,521.76,1079.44,528.86,1153.98,143.69,720.68
male,m2,p,picture_task_m2_2,dad,b,\ae,476.12,1659.97,573.13,1636.86,584.09,1617.05,588.06,1611.35,553.47,1567.94,229.01,718.17
male,m2,p,picture_task_m2_2,bat,e,\ae,463.12,1381.09,556.83,1494.19,588.72,1547.26,614.96,1507.06,592.65,1470.82,173.02,697.36
male,m2,p,picture_task_m2_2,dug,e,\vt,469.66,1514.17,563.56,1408.67,586.1,1364.57,599.29,1301.68,617.57,1260.23,118.72,687.99
male,m2,p,picture_task_m2_2,duck,b,\vt,492.55,1489.06,534.63,1479.29,589.07,1425.97,601.29,1372.34,609.29,1299.26,104.97,704.77
male,m2,p,picture_task_m2_2,dutch,b,\vt,460.42,1575.92,538.78,1502.71,597.45,1386.71,627.92,1329.79,644.91,1295.44,129.32,737.26
male,m2,p,picture_task_m2_2,dan,b,\ae,469.21,1655.14,541.68,1673.88,624.74,1621.61,675.77,1584.32,703.55,1589.03,174.5,733.05
male,m2,p,picture_task_m2_2,duck,e,\vt,469.1,1551.63,553.04,1447.19,595.7,1364.92,633.22,1324.47,645.7,1250.63,107.23,734.61
male,m2,p,picture_task_m2_2,dash,b,\ae,443.49,1749.53,551.72,1686.86,597.07,1690.81,658.88,1670.63,650.63,1552.55,220.96,599.28
male,m2,p,picture_task_m2_2,dub,e,\vt,444.14,1475.85,540.23,1404.62,563.06,1359.61,581.63,1316.43,548.27,1140.21,137.65,687.19
male,m2,p,picture_task_m2_2,bud,b,\vt,445.75,1001.96,500.92,1047.79,518.01,1075.81,520.22,1078.1,534.09,1109.83,138.31,737.1
male,m2,p,picture_task_m2_2,bud,e,\vt,453.34,1025.89,487.6,1048.17,525.83,1096.87,523,1101.11,497.43,1179.84,139.13,737.39
male,m2,p,picture_task_m2_2,bat,b,\ae,525.49,1415.39,578.19,1469.1,631.87,1552.31,692.82,1615.32,681.33,1565.12,172.96,761.56
male,m2,p,picture_task_m2_2,but,e,\vt,434.37,1067.63,471.94,1079.9,478.63,1081.65,450.13,1041.74,415.15,1052,128.3,753.6
male,m2,p,picture_task_m2_2,bad,e,\ae,448.04,1520.74,559.98,1607.95,675.37,1713.39,709.96,1706.49,721.02,1731.62,232.97,674.9
male,m2,p,picture_task_m2_2,buck,b,\vt,402.65,1046.49,456.5,1081.45,504.93,1103.87,526.29,1115.69,543.07,1088.12,117.34,708.91
male,m2,p,picture_task_m2_2,dug,b,\vt,437.07,1694.16,488.46,1512.86,553.88,1452.57,599.2,1501.59,620.84,1384.08,105.32,706.7
male,m2,p,picture_task_m2_2,dan,e,\ae,467.52,1631.13,516.66,1700.79,610.97,1711.45,684.45,1630.16,733.72,1584.04,195.74,688.72
male,m2,p,picture_task_m2_2,dab,b,\ae,475.06,1696.25,571.99,1589.19,657.54,1519.43,698.53,1372.93,747.07,1504.65,183.34,601.57
male,m2,p,picture_task_m2_2,badge,b,\ae,514.28,1459.84,628.25,1626.1,654.96,1621.46,660.06,1670.62,612.27,1559.89,189.32,597.4
male,m2,p,picture_task_m2_2,dad,e,\ae,443.66,1736.07,539.09,1723.74,552.75,1671.42,534.46,1511.22,490.43,1453.72,220.45,762.39
male,m2,p,picture_task_m2_2,bag,e,\ae,481.71,1569.97,546.28,1610.66,607.2,1602.42,633.76,1619.31,669.06,1635.59,198.9,712.79
male,m2,p,picture_task_m2_2,dull,e,\vt,453.73,1539.88,545.41,1505.89,552.72,1415.28,555.88,1385.15,563.71,1354.88,134.33,754.79
male,m2,p,picture_task_m2_2,dam,b,\ae,459.85,1676.08,488.56,1699.28,567.06,1656.86,599.36,1623.99,618.02,1537.38,163.35,656.12
male,m2,p,picture_task_m2_2,dull,b,\vt,467.29,1500.78,507.22,1442.18,555.15,1391.74,545.7,1303.42,519.22,1247.14,144.38,643.21
male,m2,p,picture_task_m2_2,dutch,e,\vt,477.46,1541.46,532.95,1489.97,565.73,1389.97,554.97,1322.02,573.87,1317.65,137.63,825.86
male,m2,p,picture_task_m2_2,budge,e,\vt,479.89,1076.01,520.22,1062.9,535.11,1106.18,554.61,1195.71,528.14,1234.76,132.6,884.98
male,m2,p,picture_task_m2_2,dash,e,\ae,468.81,1734.33,569.18,1691.58,617.48,1664.17,647.77,1635.02,647.17,1631.32,199.19,798.4
male,m2,p,picture_task_m2_2,back,e,\ae,513.07,1452.43,552.21,1380.83,552.33,1362.52,622.86,1531.73,666.1,1551.16,172.93,766.74
male,m2,p,picture_task_m2_2,dab,e,\ae,516.89,1537.76,589.01,1599.79,639.94,1546.17,661.95,1490.61,651.53,1442.27,169.47,829.08
male,m2,p,picture_task_m2_2,badge,e,\ae,492.43,1470.51,540.5,1542.84,590.12,1546.35,623.18,1641.69,632.31,1712.66,190.83,798.3
male,m2,p,picture_task_m2_2,bag,b,\ae,533.52,1404.13,590.04,1494.97,646.34,1528.06,660.75,1544.32,662.46,1516.74,181.7,863.1
male,m2,p,picture_task_m2_2,back,b,\ae,500.24,1488.61,597.41,1572.16,629.6,1515.71,628.58,1472,639.39,1515.4,174.88,804.5
male,m2,p,picture_task_m2_2,but,b,\vt,509.35,1029.21,549.15,1073.19,567.62,1085.39,598.5,1135.66,621.7,1140.92,129.39,848.61
male,m2,p,picture_task_m2_3,dam,e,\ae,445.8,1749.93,534.01,1695.34,595.31,1668.05,635.41,1651.01,664.46,1623.79,93.82,848.93
male,m2,p,picture_task_m2_3,dub,b,\vt,501.26,1390.95,552.16,1324.24,578.67,1279.68,588.49,1249.49,602.7,1221.78,121.34,856.66
male,m2,p,picture_task_m2_3,bad,b,\ae,485.22,1427.28,576.67,1530.46,596.56,1530.35,638.13,1575.38,636.72,1579.57,185.54,804.51
male,m2,p,picture_task_m2_3,budge,b,\vt,464.74,1052.49,538.01,1081.46,556.7,1097.91,564.9,1116.74,565.77,1170.17,125.11,959.75
male,m2,p,picture_task_m2_3,dad,b,\ae,435.76,1693.48,492.2,1681.04,558.01,1657.16,591.4,1636.45,633.46,1636.09,122.73,877.13
male,m2,p,picture_task_m2_3,bat,e,\ae,485.64,1542.92,556.33,1596.56,601.47,1615.79,625.25,1604.03,654.33,1599.8,169.06,862.89
